point,rep,model,request_number,response,char_length,response_time_sec
2,2,qwen3-235b-a22b:q4_k_m,37,A KV Cache (Key-Value Cache) is a high-speed storage mechanism that maps unique keys to corresponding values; enabling rapid data retrieval through direct key-based lookups rather than scanning entire datasets.,210,81.2272
2,2,qwen3-235b-a22b:q4_k_m,38,A KV Cache is a high-speed in-memory storage system that organizes data as key-value pairs; enabling efficient lookup; insertion; and eviction of cached items using unique keys for quick access.,194,98.7637
2,2,qwen3-235b-a22b:q4_k_m,39,A Key-Value (KV) Cache is a high-speed temporary storage system that maps unique keys to associated data values; enabling rapid retrieval and improved performance by minimizing redundant computations or database queries.,220,108.1364
2,2,qwen3-235b-a22b:q4_k_m,40,A KV Cache is a high-speed; temporary storage system that stores data as key-value pairs in memory to accelerate retrieval by minimizing slower disk accesses or redundant computations.,184,83.2811
2,2,qwen3-235b-a22b:q4_k_m,41,A KV (Key-Value) Cache is a high-speed; temporary storage system that maps unique keys to associated values; enabling fast data retrieval and improved efficiency in applications like databases; web services; or distributed systems.,231,102.4977
2,2,qwen3-235b-a22b:q4_k_m,42,A KV Cache is a high-speed storage system that stores data as key-value pairs in memory; enabling rapid retrieval of frequently accessed information by directly mapping keys to their corresponding values for low-latency access.,227,98.1599
2,2,qwen3-235b-a22b:q4_k_m,43,A KV (Key-Value) Cache is a high-speed in-memory storage system that maps unique keys to associated values; enabling rapid data retrieval and reducing latency by temporarily holding frequently accessed or computationally expensive information.,243,92.3515
2,2,qwen3-235b-a22b:q4_k_m,44,A KV (Key-Value) Cache is a high-speed storage mechanism that temporarily holds data in key-value pairs; allowing fast access and retrieval of frequently used information by mapping unique keys to their associated values.,221,103.1686
2,2,qwen3-235b-a22b:q4_k_m,45,A KV (Key-Value) cache is a fast; in-memory storage system that temporarily holds key-value pairs to accelerate data access by reducing redundant computations or slow disk/database queries.,189,63.0874
2,2,qwen3-235b-a22b:q4_k_m,46,A KV Cache (Key-Value Cache) is a high-performance temporary storage system that maps keys to values; enabling rapid data retrieval by storing frequently accessed information in memory to minimize slower disk or network accesses.,229,81.8192
2,2,qwen3-235b-a22b:q4_k_m,47,A KV Cache (Key-Value Cache) is a high-speed in-memory data structure that stores items as key-value pairs to enable fast; temporary access for frequently requested information.,177,54.0407
2,2,qwen3-235b-a22b:q4_k_m,48,A KV (Key-Value) cache is a high-speed; temporary storage system that maps keys to values; enabling rapid access to frequently requested data while reducing reliance on slower backend systems.,192,56.9195
2,2,qwen3-235b-a22b:q4_k_m,49,A KV Cache is a high-speed data storage system that caches frequently accessed information using key-value pairs; enabling rapid retrieval by storing keys alongside their corresponding values in memory or fast-access storage.,225,103.6621
2,2,qwen3-235b-a22b:q4_k_m,50,A KV Cache is a high-speed in-memory storage system that temporarily stores key-value pairs to accelerate data access by allowing quick lookups using keys; thereby reducing latency for frequently requested information.,218,89.0509
2,2,qwen3-235b-a22b:q4_k_m,51,A KV Cache is a fast; temporary storage system that maps unique keys to associated values; enabling efficient data retrieval by minimizing redundant computations or database queries.,182,71.4124
2,2,qwen3-235b-a22b:q4_k_m,52,A KV Cache is a high-speed temporary storage system that organizes data as key-value pairs to enable efficient retrieval and reduce latency for frequently accessed information.,176,57.705
2,2,qwen3-235b-a22b:q4_k_m,53,A KV (Key-Value) cache is a fast; temporary storage system that maps unique keys to associated values; enabling efficient data retrieval by avoiding redundant or slow computations.,180,62.2362
2,2,qwen3-235b-a22b:q4_k_m,54,A KV Cache is a high-speed; temporary storage system that organizes data as key-value pairs to enable rapid retrieval of frequently accessed information.,153,77.3161
2,2,qwen3-235b-a22b:q4_k_m,55,A KV Cache is an in-memory key-value storage system optimized for rapid data retrieval by associating each cached item with a unique identifier (key) to enable efficient access and temporary storage of frequently used information.,230,102.4967
2,2,qwen3-235b-a22b:q4_k_m,56,A Key-Value (KV) Cache is a high-speed; in-memory data structure that stores information as associative key-value pairs; enabling rapid retrieval of frequently accessed or computationally expensive data while minimizing redundant operations or latency.,252,109.9219
2,2,qwen3-235b-a22b:q4_k_m,57,A KV (Key-Value) cache is a high-speed storage system that stores data as pairs of keys and associated values; enabling efficient lookup; insertion; and deletion operations using simple key-based addressing.,207,79.0301
2,2,qwen3-235b-a22b:q4_k_m,58,A KV Cache is an in-memory storage system that maps keys to values; enabling rapid data access and efficient memory use by temporarily holding frequently accessed items and evicting less-used ones based on policies like LRU.,224,113.2557
2,2,qwen3-235b-a22b:q4_k_m,59,A KV Cache is an in-memory key-value store that temporarily holds frequently accessed data; enabling rapid retrieval by associating each value with a unique key to reduce latency and backend load.,196,109.5953
2,2,qwen3-235b-a22b:q4_k_m,60,A KV (Key-Value) Cache is a high-speed temporary storage system that maps unique keys to their corresponding values; enabling rapid data retrieval by storing frequently accessed or precomputed results.,201,73.5771
2,3,qwen3-235b-a22b:q4_k_m,1,A KV (Key-Value) Cache is a high-performance temporary storage mechanism that stores data as key-value pairs; enabling rapid retrieval of frequently accessed information by mapping unique keys to their corresponding values in memory or fast-access storage.,256,66.9951
2,3,qwen3-235b-a22b:q4_k_m,2,A KV Cache is an in-memory storage mechanism that uses key-value pairs to quickly store and retrieve data; optimizing performance by reducing redundant computations or slower disk/database accesses.,198,84.5751
2,3,qwen3-235b-a22b:q4_k_m,3,A KV Cache (Key-Value Cache) is a temporary storage system that stores and retrieves data using key-value pairs; optimizing quick access to frequently used information.,168,91.2555
2,3,qwen3-235b-a22b:q4_k_m,4,A Key-Value (KV) cache is a high-speed temporary storage system that maps unique keys to associated values; enabling rapid data retrieval and reducing latency by prioritizing frequently accessed information in memory.,217,100.052
2,3,qwen3-235b-a22b:q4_k_m,5,A KV (Key-Value) cache is a high-speed temporary storage system that stores data as key-value pairs; enabling efficient data retrieval and reduced latency by keeping frequently accessed information readily available in memory.,226,57.8902
2,3,qwen3-235b-a22b:q4_k_m,6,A KV (Key-Value) Cache is a memory optimization in transformer models that stores precomputed key-value pairs from attention layers to avoid redundant computations during autoregressive sequence generation; improving efficiency by reusing cached results for subsequent tokens.,276,67.2439
2,3,qwen3-235b-a22b:q4_k_m,7,KV Cache is a memory optimization technique in transformer models that caches previously computed key-value pairs during attention computations to reduce redundant calculations and accelerate autoregressive sequence generation.,227,97.0938
2,3,qwen3-235b-a22b:q4_k_m,8,A KV Cache is a high-speed; in-memory key-value store designed to temporarily hold frequently accessed data; enabling rapid lookup and reduced latency by associating unique keys with their corresponding values.,210,96.2627
2,3,qwen3-235b-a22b:q4_k_m,9,A KV (Key-Value) Cache is a high-speed; temporary storage mechanism that maps unique keys to associated values; enabling rapid data retrieval and reducing latency for frequently accessed information.,199,99.1614
2,3,qwen3-235b-a22b:q4_k_m,10,A KV Cache is a high-speed; in-memory storage system that temporarily retains key-value pairs to enable rapid data access by key; often using eviction strategies like LRU to manage limited space when the cache reaches capacity.,227,91.0858
2,3,qwen3-235b-a22b:q4_k_m,11,A KV (Key-Value) cache is a high-speed data storage layer that stores information as key-value pairs; enabling rapid retrieval of frequently accessed data using unique keys to minimize latency.,193,49.5546
2,3,qwen3-235b-a22b:q4_k_m,12,A KV (Key-Value) Cache in Transformer models stores previously computed key-value pairs during attention operations to avoid redundant computations; accelerating sequence generation by reusing cached context instead of recalculating it for each new token.,255,65.9142
2,3,qwen3-235b-a22b:q4_k_m,13,A KV Cache is a high-speed temporary storage mechanism that maps keys to precomputed values; enabling efficient retrieval of frequently accessed or resource-intensive data by avoiding redundant computations or database queries.,227,67.4792
2,3,qwen3-235b-a22b:q4_k_m,14,A **KV Cache** is a high-speed storage mechanism that temporarily stores data as key-value pairs in memory; enabling rapid retrieval of frequently accessed or computationally expensive results by mapping unique keys to their corresponding values.,246,69.1667
2,3,qwen3-235b-a22b:q4_k_m,15,A KV Cache is a high-speed temporary storage system that organizes data as key-value pairs; enabling efficient lookup and rapid retrieval of frequently accessed information using unique keys.,191,103.8399
2,3,qwen3-235b-a22b:q4_k_m,16,A KV Cache is a high-speed in-memory storage system that temporarily holds data as key-value pairs; enabling rapid access and efficient management of frequently retrieved information by associating each value with a unique identifier (key).,240,82.5139
2,3,qwen3-235b-a22b:q4_k_m,17,A Key-Value (KV) Cache is a high-speed in-memory data store that maps keys to values; enabling rapid access to frequently used information by temporarily holding it closer to the application; thereby reducing latency compared to slower backend systems.,252,106.0643
2,3,qwen3-235b-a22b:q4_k_m,18,A KV Cache is an in-memory storage system that optimizes data retrieval by caching key-value pairs; enabling fast access to frequently used information through direct key lookups.,179,89.9731
2,3,qwen3-235b-a22b:q4_k_m,19,A KV (Key-Value) cache is a high-speed temporary storage system that maps unique keys to associated values; optimizing data retrieval by prioritizing frequently accessed items while managing limited memory through eviction strategies like LRU.,243,71.7559
2,3,qwen3-235b-a22b:q4_k_m,20,A KV Cache is a high-speed temporary storage mechanism that uses key-value pairs to store and rapidly retrieve frequently accessed data; minimizing redundant computations and accelerating system performance.,207,106.0301
2,3,qwen3-235b-a22b:q4_k_m,21,A KV (Key-Value) cache is a high-speed temporary storage system that stores data as key-value pairs; enabling rapid access and efficient management of frequently used information by evicting less relevant entries when capacity limits are reached.,246,75.939
2,3,qwen3-235b-a22b:q4_k_m,22,A KV Cache is a high-speed in-memory storage system that caches frequently accessed data as key-value pairs to enable rapid retrieval and reduce latency.,153,74.7827
2,3,qwen3-235b-a22b:q4_k_m,23,A KV (Key-Value) Cache is a high-speed; in-memory data storage system that stores and retrieves information using unique keys; optimizing quick access to frequently used data while reducing latency compared to slower disk-based or networked storage.,249,73.1381
2,3,qwen3-235b-a22b:q4_k_m,24,A Key-Value (KV) Cache is a fast; temporary storage system that maps unique keys to their corresponding values; enabling efficient retrieval of frequently accessed data while minimizing redundant computation or slower backend queries.,234,94.0572
2,3,qwen3-235b-a22b:q4_k_m,25,A KV (Key-Value) Cache is a high-speed temporary storage system that maps keys to associated values; enabling rapid data retrieval by storing frequently accessed or computationally expensive results; thereby minimizing redundant processing or slower backend queries.,266,79.2102
2,3,qwen3-235b-a22b:q4_k_m,26,A **KV Cache** is a high-speed in-memory storage system that temporarily retains key-value pairs to accelerate data retrieval by serving frequent or recent requests directly from memory; bypassing slower disk or database queries.,229,101.0491
2,3,qwen3-235b-a22b:q4_k_m,27,A KV Cache is a temporary storage system that stores data as key-value pairs to enable fast retrieval by associating each value with a unique identifier (key); optimizing performance by reducing redundant computations or database queries.,238,101.5894
2,3,qwen3-235b-a22b:q4_k_m,28,A Key-Value (KV) Cache is a high-speed; in-memory storage system that uses key-value pairs to enable rapid retrieval and efficient management of frequently accessed or computed data.,182,96.1396
2,3,qwen3-235b-a22b:q4_k_m,29,A KV Cache is a high-speed in-memory key-value store used to temporarily hold frequently accessed data; enabling rapid retrieval via unique keys while reducing latency by minimizing slower backend storage accesses.,214,71.764
2,3,qwen3-235b-a22b:q4_k_m,30,A KV Cache is a high-speed; in-memory storage system that maps unique keys to their corresponding values; enabling rapid data retrieval by temporarily holding frequently accessed key-value pairs to reduce latency and optimize performance.,238,81.9514
2,3,qwen3-235b-a22b:q4_k_m,31,A KV (Key-Value) Cache is a high-speed; temporary storage mechanism that stores and retrieves data as key-value pairs; optimizing access latency by retaining frequently used items in memory and evicting less relevant ones using strategies like LRU or LFU.,255,79.0067
2,3,qwen3-235b-a22b:q4_k_m,32,A KV Cache is a high-speed; temporary storage mechanism that maps keys to values; enabling rapid access and efficient management of frequently used data through direct key-based lookups.,186,93.2436
2,3,qwen3-235b-a22b:q4_k_m,33,A KV Cache is a high-speed temporary storage system that stores data as key-value pairs to enable fast access and minimize redundant computations or database queries through efficient key-based lookups.,202,75.4749
2,3,qwen3-235b-a22b:q4_k_m,34,A KV Cache is a high-speed temporary storage system that maps unique keys to their corresponding values; enabling rapid data retrieval by directly accessing stored key-value pairs instead of slower primary databases.,216,100.3917
2,3,qwen3-235b-a22b:q4_k_m,35,A KV (Key-Value) cache is a high-performance; in-memory storage mechanism that temporarily holds frequently accessed data as key-value pairs; enabling rapid retrieval by key while minimizing computational overhead.,214,59.0043
2,3,qwen3-235b-a22b:q4_k_m,36,A KV Cache is a high-speed storage mechanism that maps unique keys to associated values; enabling efficient data retrieval by caching frequently accessed key-value pairs in memory or fast storage.,196,54.5979
2,3,qwen3-235b-a22b:q4_k_m,37,A KV Cache is an in-memory storage system that temporarily holds key-value pairs to accelerate data retrieval by serving frequent queries faster than slower backend storage.,173,89.2476
2,3,qwen3-235b-a22b:q4_k_m,38,A KV Cache (Key-Value Cache) is a fast; temporary storage mechanism that stores data as key-value pairs; enabling quick retrieval of frequently accessed information by directly mapping keys to their cached values.,213,100.6998
2,3,qwen3-235b-a22b:q4_k_m,39,A KV (Key-Value) Cache is a high-speed; temporary storage system that maps unique keys to their corresponding values; enabling efficient data retrieval and reducing redundant computation or database queries.,207,85.1417
2,3,qwen3-235b-a22b:q4_k_m,40,A KV Cache is an in-memory key-value storage system optimized for ultra-fast data retrieval by associating unique keys with their corresponding values; minimizing latency through efficient caching mechanisms.,208,101.8444
2,3,qwen3-235b-a22b:q4_k_m,41,A KV (Key-Value) Cache is a high-speed temporary storage mechanism that stores data as key-value pairs; enabling fast access and retrieval by associating each value with a unique identifier (key).,196,88.1909
2,3,qwen3-235b-a22b:q4_k_m,42,A KV Cache is an in-memory data storage system that uses key-value pairs to enable fast retrieval of frequently accessed information by associating each value with a unique identifier (key).,190,78.9974
2,3,qwen3-235b-a22b:q4_k_m,43,KV Cache (Key-Value Cache) stores precomputed key-value pairs from previous attention layers to avoid redundant computation during autoregressive sequence generation in models like Transformers.,194,78.1392
2,3,qwen3-235b-a22b:q4_k_m,44,A KV (Key-Value) Cache is a high-speed; temporary storage system that maps keys to values for quick lookup and efficient retrieval of frequently accessed data.,159,89.0695
2,3,qwen3-235b-a22b:q4_k_m,45,A KV (Key-Value) Cache is a fast; temporary storage system that maps unique keys to associated values; enabling rapid access and retrieval of frequently used data by leveraging direct key-based lookups.,202,98.6406
2,3,qwen3-235b-a22b:q4_k_m,46,A KV Cache is a high-speed temporary storage system that stores data as key-value pairs to enable rapid access and retrieval; typically keeping frequently used items in memory for optimized performance.,202,92.6578
2,3,qwen3-235b-a22b:q4_k_m,47,A KV Cache is a high-speed; temporary storage system that uses key-value pairs to efficiently store and quickly retrieve frequently accessed data; enhancing performance by reducing reliance on slower primary storage.,216,62.267
2,3,qwen3-235b-a22b:q4_k_m,48,KV Cache is a memory optimization in transformer models that caches key-value pairs from previous attention computations to avoid recomputing them for subsequent tokens; accelerating sequence generation.,203,65.886
2,3,qwen3-235b-a22b:q4_k_m,49,A KV Cache is a high-performance; temporary storage mechanism that organizes data as key-value pairs; allowing rapid access and retrieval of frequently used information using unique keys.,187,76.1385
2,3,qwen3-235b-a22b:q4_k_m,50,A KV Cache is a high-speed; in-memory key-value store that temporarily retains frequently accessed data using eviction strategies like LRU or FIFO to accelerate data retrieval by prioritizing recently or commonly used items.,224,99.3461
2,3,qwen3-235b-a22b:q4_k_m,51,A KV Cache is a high-speed; in-memory storage system that maps data to unique keys; enabling rapid retrieval of frequently accessed values by directly referencing their associated keys.,185,82.3215
2,3,qwen3-235b-a22b:q4_k_m,52,A Key-Value (KV) Cache is a high-speed data storage system that maps unique keys to their corresponding values; enabling rapid access and temporary retention of frequently used information in applications like databases and distributed systems.,244,72.6661
2,3,qwen3-235b-a22b:q4_k_m,53,A KV cache (Key-Value Cache) is a high-speed data storage system that maps unique keys to their corresponding values; enabling efficient read/write operations by directly accessing stored information via keys rather than scanning entire datasets.,246,67.713
2,3,qwen3-235b-a22b:q4_k_m,54,A Key-Value (KV) Cache is a high-speed temporary storage mechanism that maps keys to associated values; enabling efficient data retrieval by caching frequently accessed or computationally expensive results to reduce redundant operations and latency.,249,105.8239
2,3,qwen3-235b-a22b:q4_k_m,55,A KV Cache (Key-Value Cache) is a high-speed; in-memory data store that temporarily holds frequently accessed information as key-value pairs to reduce latency and improve performance by avoiding slower disk or database queries.,227,76.1386
2,3,qwen3-235b-a22b:q4_k_m,56,A KV Cache is a high-speed temporary storage mechanism that maps keys to values; enabling efficient data retrieval by caching frequently accessed or resource-intensive query results.,182,79.6123
2,3,qwen3-235b-a22b:q4_k_m,57,A KV Cache (Key-Value Cache) is a high-speed; in-memory storage system that maps unique keys to associated values; enabling rapid data retrieval by minimizing latency through direct key-based lookups.,200,79.4275
2,3,qwen3-235b-a22b:q4_k_m,58,A KV (Key-Value) Cache is a high-speed; in-memory data structure that stores information as key-value pairs; enabling rapid retrieval and temporary storage of frequently accessed data to optimize performance.,208,99.0454
2,3,qwen3-235b-a22b:q4_k_m,59,A KV Cache (Key-Value Cache) is a high-speed temporary storage system that maps unique keys to associated values; enabling rapid data retrieval by storing frequently accessed information in memory to reduce latency and backend load.,232,83.2548
2,3,qwen3-235b-a22b:q4_k_m,60,A KV Cache is a fast; temporary storage system that maps keys to values for quick data retrieval; optimizing performance by keeping frequently accessed items readily available.,176,94.5731
